district,district_reported,crop,year,season_group,yield_t_ha,yield_original,yield_unit,source_report,source_page,source_period
Rahim Yar Khan,Rahim Yar Khan,Other Rabi Vegetables,2024-25,Rabi,10.082088,102.0,maund/acre,2024-25(1).pdf,186,current
Rawalpindi,Rawalpindi,Other Rabi Vegetables,2024-25,Rabi,5.238732,53.0,maund/acre,2024-25(1).pdf,186,current
Sahiwal,Sahiwal,Other Rabi Vegetables,2024-25,Rabi,17.989608,182.0,maund/acre,2024-25(1).pdf,186,current
Sargodha,Sargodha,Other Rabi Vegetables,2024-25,Rabi,16.80348,170.0,maund/acre,2024-25(1).pdf,186,current
Sheikhupura,Sheikhupura,Other Rabi Vegetables,2024-25,Rabi,11.762436,119.0,maund/acre,2024-25(1).pdf,186,current
Sialkot,Sialkot,Other Rabi Vegetables,2024-25,Rabi,6.128328,62.0,maund/acre,2024-25(1).pdf,186,current
Talagang,Talagang,Other Rabi Vegetables,2024-25,Rabi,5.634108,57.0,maund/acre,2024-25(1).pdf,186,current
Toba Tek Singh,T.T. Singh,Other Rabi Vegetables,2024-25,Rabi,13.739316,139.0,maund/acre,2024-25(1).pdf,186,current
Vehari,Vehari,Other Rabi Vegetables,2024-25,Rabi,9.983244,101.0,maund/acre,2024-25(1).pdf,186,current
Wazirabad,Wazirabad,Other Rabi Vegetables,2024-25,Rabi,8.89596,90.0,maund/acre,2024-25(1).pdf,186,current
Attock,Attock,Peach,2024-25,Kharif,10.526886,106.5,maund/acre,2024-25(1).pdf,100,current
Bahawalnagar,Bahawalnagar,Peach,2024-25,Kharif,5.68353,57.5,maund/acre,2024-25(1).pdf,100,current
Bahawalpur,Bahawalpur,Peach,2024-25,Kharif,5.93064,60.0,maund/acre,2024-25(1).pdf,100,current
Bhakkar,Bhakkar,Peach,2024-25,Kharif,16.012728,162.0,maund/acre,2024-25(1).pdf,100,current
Chakwal,Chakwal,Peach,2024-25,Kharif,2.451331,24.8,maund/acre,2024-25(1).pdf,100,current
Chiniot,Chiniot,Peach,2024-25,Kharif,8.826769,89.3,maund/acre,2024-25(1).pdf,100,current
Dera Ghazi Khan,D.G. Khan,Peach,2024-25,Kharif,4.250292,43.0,maund/acre,2024-25(1).pdf,100,current
Faisalabad,Faisalabad,Peach,2024-25,Kharif,12.582841,127.3,maund/acre,2024-25(1).pdf,100,current
Gujranwala,Gujranwala,Peach,2024-25,Kharif,5.238732,53.0,maund/acre,2024-25(1).pdf,100,current
Gujrat,Gujrat,Peach,2024-25,Kharif,5.43642,55.0,maund/acre,2024-25(1).pdf,100,current
Hafizabad,Hafizabad,Peach,2024-25,Kharif,10.04255,101.6,maund/acre,2024-25(1).pdf,100,current
Jhang,Jhang,Peach,2024-25,Kharif,10.082088,102.0,maund/acre,2024-25(1).pdf,100,current
Jhelum,Jhelum,Peach,2024-25,Kharif,2.026302,20.5,maund/acre,2024-25(1).pdf,100,current
Kasur,Kasur,Peach,2024-25,Kharif,19.383308,196.1,maund/acre,2024-25(1).pdf,100,current
Khanewal,Khanewal,Peach,2024-25,Kharif,9.983244,101.0,maund/acre,2024-25(1).pdf,100,current
Khushab,Khushab,Peach,2024-25,Kharif,11.663592,118.0,maund/acre,2024-25(1).pdf,100,current
Lodhran,Lodhran,Peach,2024-25,Kharif,8.40174,85.0,maund/acre,2024-25(1).pdf,100,current
Mandi Bahauddin,M.B.Din,Peach,2024-25,Kharif,2.362372,23.9,maund/acre,2024-25(1).pdf,100,current
Mianwali,Mianwali,Peach,2024-25,Kharif,7.90752,80.0,maund/acre,2024-25(1).pdf,100,current
Multan,Multan,Peach,2024-25,Kharif,7.90752,80.0,maund/acre,2024-25(1).pdf,100,current
Murree,Muree,Peach,2024-25,Kharif,4.546824,46.0,maund/acre,2024-25(1).pdf,100,current
Nankana Sahib,Nankana Sahib,Peach,2024-25,Kharif,10.171048,102.9,maund/acre,2024-25(1).pdf,100,current
Narowal,Narowal,Peach,2024-25,Kharif,5.041044,51.0,maund/acre,2024-25(1).pdf,100,current
Okara,Okara,Peach,2024-25,Kharif,9.8844,100.0,maund/acre,2024-25(1).pdf,100,current
Pakpattan,Pakpattan,Peach,2024-25,Kharif,5.377114,54.4,maund/acre,2024-25(1).pdf,100,current
Rahim Yar Khan,Rahim Yar Khan,Peach,2024-25,Kharif,2.4711,25.0,maund/acre,2024-25(1).pdf,100,current
Rawalpindi,Rawalpindi,Peach,2024-25,Kharif,12.948564,131.0,maund/acre,2024-25(1).pdf,100,current
Sahiwal,Sahiwal,Peach,2024-25,Kharif,6.820236,69.0,maund/acre,2024-25(1).pdf,100,current
Sargodha,Sargodha,Peach,2024-25,Kharif,10.190816,103.1,maund/acre,2024-25(1).pdf,100,current
Sialkot,Sialkot,Peach,2024-25,Kharif,7.90752,80.0,maund/acre,2024-25(1).pdf,100,current
Toba Tek Singh,T.T. Singh,Peach,2024-25,Kharif,3.95376,40.0,maund/acre,2024-25(1).pdf,100,current
Vehari,Vehari,Peach,2024-25,Kharif,24.177242,244.6,maund/acre,2024-25(1).pdf,100,current
Wazirabad,Wazirabad,Peach,2024-25,Kharif,5.93064,60.0,maund/acre,2024-25(1).pdf,100,current
Bahawalnagar,Bahawalnagar,Phalsa,2024-25,Kharif,4.843356,49.0,maund/acre,2024-25(1).pdf,98,current
Bahawalpur,Bahawalpur,Phalsa,2024-25,Kharif,7.610988,77.0,maund/acre,2024-25(1).pdf,98,current
Bhakkar,Bhakkar,Phalsa,2024-25,Kharif,2.96532,30.0,maund/acre,2024-25(1).pdf,98,current
Dera Ghazi Khan,D.G. Khan,Phalsa,2024-25,Kharif,4.546824,46.0,maund/acre,2024-25(1).pdf,98,current
Faisalabad,Faisalabad,Phalsa,2024-25,Kharif,2.96532,30.0,maund/acre,2024-25(1).pdf,98,current
Gujranwala,Gujranwala,Phalsa,2024-25,Kharif,4.250292,43.0,maund/acre,2024-25(1).pdf,98,current
Hafizabad,Hafizabad,Phalsa,2024-25,Kharif,5.584686,56.5,maund/acre,2024-25(1).pdf,98,current
Jhang,Jhang,Phalsa,2024-25,Kharif,6.51382,65.9,maund/acre,2024-25(1).pdf,98,current
Kasur,Kasur,Phalsa,2024-25,Kharif,6.454513,65.3,maund/acre,2024-25(1).pdf,98,current
Khanewal,Khanewal,Phalsa,2024-25,Kharif,4.645668,47.0,maund/acre,2024-25(1).pdf,98,current
Lahore,Lahore,Phalsa,2024-25,Kharif,3.963644,40.1,maund/acre,2024-25(1).pdf,98,current
Lodhran,Lodhran,Phalsa,2024-25,Kharif,8.569775,86.7,maund/acre,2024-25(1).pdf,98,current
Mianwali,Mianwali,Phalsa,2024-25,Kharif,5.03116,50.9,maund/acre,2024-25(1).pdf,98,current
Multan,Multan,Phalsa,2024-25,Kharif,5.386998,54.5,maund/acre,2024-25(1).pdf,98,current
Muzaffargarh,Muzaffargarh,Phalsa,2024-25,Kharif,5.179426,52.4,maund/acre,2024-25(1).pdf,98,current
Nankana Sahib,Nankana Sahib,Phalsa,2024-25,Kharif,3.499078,35.4,maund/acre,2024-25(1).pdf,98,current
Okara,Okara,Phalsa,2024-25,Kharif,3.854916,39.0,maund/acre,2024-25(1).pdf,98,current
Pakpattan,Pakpattan,Phalsa,2024-25,Kharif,6.167866,62.4,maund/acre,2024-25(1).pdf,98,current
Rahim Yar Khan,Rahim Yar Khan,Phalsa,2024-25,Kharif,1.581504,16.0,maund/acre,2024-25(1).pdf,98,current
Rajanpur,Rajan Pur,Phalsa,2024-25,Kharif,2.96532,30.0,maund/acre,2024-25(1).pdf,98,current
Sahiwal,Sahiwal,Phalsa,2024-25,Kharif,3.113586,31.5,maund/acre,2024-25(1).pdf,98,current
Sargodha,Sargodha,Phalsa,2024-25,Kharif,4.279945,43.3,maund/acre,2024-25(1).pdf,98,current
Sheikhupura,Sheikhupura,Phalsa,2024-25,Kharif,4.981738,50.4,maund/acre,2024-25(1).pdf,98,current
Vehari,Vehari,Phalsa,2024-25,Kharif,6.820236,69.0,maund/acre,2024-25(1).pdf,98,current
Bahawalnagar,Bahawalnagar,Pomegranate,2024-25,Kharif,15.81504,160.0,maund/acre,2024-25(1).pdf,96,current
Bahawalpur,Bahawalpur,Pomegranate,2024-25,Kharif,9.686712,98.0,maund/acre,2024-25(1).pdf,96,current
Faisalabad,Faisalabad,Pomegranate,2024-25,Kharif,4.971853,50.3,maund/acre,2024-25(1).pdf,96,current
Jhang,Jhang,Pomegranate,2024-25,Kharif,1.97688,20.0,maund/acre,2024-25(1).pdf,96,current
Jhelum,Jhelum,Pomegranate,2024-25,Kharif,1.018093,10.3,maund/acre,2024-25(1).pdf,96,current
Kasur,Kasur,Pomegranate,2024-25,Kharif,6.91908,70.0,maund/acre,2024-25(1).pdf,96,current
Khanewal,Khanewal,Pomegranate,2024-25,Kharif,4.546824,46.0,maund/acre,2024-25(1).pdf,96,current
Khushab,Khushab,Pomegranate,2024-25,Kharif,6.029484,61.0,maund/acre,2024-25(1).pdf,96,current
Kot Addu,Kot Addu,Pomegranate,2024-25,Kharif,2.22399,22.5,maund/acre,2024-25(1).pdf,96,current
Layyah,Layyah,Pomegranate,2024-25,Kharif,2.055955,20.8,maund/acre,2024-25(1).pdf,96,current
Lodhran,Lodhran,Pomegranate,2024-25,Kharif,10.111741,102.3,maund/acre,2024-25(1).pdf,96,current
Mandi Bahauddin,M.B.Din,Pomegranate,2024-25,Kharif,5.139888,52.0,maund/acre,2024-25(1).pdf,96,current
Mianwali,Mianwali,Pomegranate,2024-25,Kharif,5.93064,60.0,maund/acre,2024-25(1).pdf,96,current
Multan,Multan,Pomegranate,2024-25,Kharif,8.994804,91.0,maund/acre,2024-25(1).pdf,96,current
Muzaffargarh,Muzaffargarh,Pomegranate,2024-25,Kharif,6.909196,69.9,maund/acre,2024-25(1).pdf,96,current
Nankana Sahib,Nankana Sahib,Pomegranate,2024-25,Kharif,6.770814,68.5,maund/acre,2024-25(1).pdf,96,current
Okara,Okara,Pomegranate,2024-25,Kharif,7.709832,78.0,maund/acre,2024-25(1).pdf,96,current
Pakpattan,Pakpattan,Pomegranate,2024-25,Kharif,6.42486,65.0,maund/acre,2024-25(1).pdf,96,current
Rahim Yar Khan,Rahim Yar Khan,Pomegranate,2024-25,Kharif,14.292842,144.6,maund/acre,2024-25(1).pdf,96,current
Rajanpur,Rajan Pur,Pomegranate,2024-25,Kharif,5.940524,60.1,maund/acre,2024-25(1).pdf,96,current
Rawalpindi,RAWALPINDI DV:,Pomegranate,2024-25,Kharif,1.018093,10.3,maund/acre,2024-25(1).pdf,96,current
Sahiwal,Sahiwal,Pomegranate,2024-25,Kharif,2.342603,23.7,maund/acre,2024-25(1).pdf,96,current
Toba Tek Singh,T.T. Singh,Pomegranate,2024-25,Kharif,3.439771,34.8,maund/acre,2024-25(1).pdf,96,current
Vehari,Vehari,Pomegranate,2024-25,Kharif,2.96532,30.0,maund/acre,2024-25(1).pdf,96,current
Wazirabad,Wazirabad,Pomegranate,2024-25,Kharif,4.9422,50.0,maund/acre,2024-25(1).pdf,96,current
Bahawalnagar,Bahawalnagar,Pumpkin,2024-25,Kharif,5.673646,57.4,maund/acre,2024-25(1).pdf,70,current
Bhakkar,Bhakkar,Pumpkin,2024-25,Kharif,11.564748,117.0,maund/acre,2024-25(1).pdf,70,current
Chakwal,Chakwal,Pumpkin,2024-25,Kharif,6.91908,70.0,maund/acre,2024-25(1).pdf,70,current
Chiniot,Chiniot,Pumpkin,2024-25,Kharif,18.256487,184.7,maund/acre,2024-25(1).pdf,70,current
Gujranwala,Gujranwala,Pumpkin,2024-25,Kharif,15.024288,152.0,maund/acre,2024-25(1).pdf,70,current
Gujrat,Gujrat,Pumpkin,2024-25,Kharif,12.375269,125.2,maund/acre,2024-25(1).pdf,70,current
Hafizabad,Hafizabad,Pumpkin,2024-25,Kharif,13.34394,135.0,maund/acre,2024-25(1).pdf,70,current
Kasur,Kasur,Pumpkin,2024-25,Kharif,18.78036,190.0,maund/acre,2024-25(1).pdf,70,current
Khanewal,Khanewal,Pumpkin,2024-25,Kharif,20.75724,210.0,maund/acre,2024-25(1).pdf,70,current
Kot Addu,Kot Addu,Pumpkin,2024-25,Kharif,22.2399,225.0,maund/acre,2024-25(1).pdf,70,current
Lahore,Lahore,Pumpkin,2024-25,Kharif,10.87284,110.0,maund/acre,2024-25(1).pdf,70,current
Mandi Bahauddin,M.B.Din,Pumpkin,2024-25,Kharif,13.166021,133.2,maund/acre,2024-25(1).pdf,70,current
Muzaffargarh,Muzaffargarh,Pumpkin,2024-25,Kharif,21.824755,220.8,maund/acre,2024-25(1).pdf,70,current
Nankana Sahib,Nankana Sahib,Pumpkin,2024-25,Kharif,16.71452,169.1,maund/acre,2024-25(1).pdf,70,current
Narowal,Narowal,Pumpkin,2024-25,Kharif,10.437926,105.6,maund/acre,2024-25(1).pdf,70,current
Rahim Yar Khan,Rahim Yar Khan,Pumpkin,2024-25,Kharif,19.887413,201.2,maund/acre,2024-25(1).pdf,70,current
Rawalpindi,RAWALPINDI DV:,Pumpkin,2024-25,Kharif,6.91908,70.0,maund/acre,2024-25(1).pdf,70,current
Sialkot,Sialkot,Pumpkin,2024-25,Kharif,45.139089,456.67,maund/acre,2024-25(1).pdf,70,current
Toba Tek Singh,T.T. Singh,Pumpkin,2024-25,Kharif,39.5376,400.0,maund/acre,2024-25(1).pdf,70,current
Vehari,Vehari,Pumpkin,2024-25,Kharif,23.72256,240.0,maund/acre,2024-25(1).pdf,70,current
Attock,Attock,Rabi Fodder,2024-25,Rabi,30.938172,313.0,maund/acre,2024-25(1).pdf,128,current
Bahawalnagar,Bahawalnagar,Rabi Fodder,2024-25,Rabi,72.254964,731.0,maund/acre,2024-25(1).pdf,128,current
Bahawalpur,Bahawalpur,Rabi Fodder,2024-25,Rabi,69.68502,705.0,maund/acre,2024-25(1).pdf,128,current
Bhakkar,Bhakkar,Rabi Fodder,2024-25,Rabi,93.704112,948.0,maund/acre,2024-25(1).pdf,128,current
Chakwal,Chakwal,Rabi Fodder,2024-25,Rabi,38.54916,390.0,maund/acre,2024-25(1).pdf,128,current
Chiniot,Chiniot,Rabi Fodder,2024-25,Rabi,103.7862,1050.0,maund/acre,2024-25(1).pdf,128,current
Dera Ghazi Khan,D.G. Khan,Rabi Fodder,2024-25,Rabi,87.47694,885.0,maund/acre,2024-25(1).pdf,128,current
Faisalabad,Faisalabad,Rabi Fodder,2024-25,Rabi,90.244572,913.0,maund/acre,2024-25(1).pdf,128,current
Gujranwala,Gujranwala,Rabi Fodder,2024-25,Rabi,96.570588,977.0,maund/acre,2024-25(1).pdf,128,current
Gujrat,Gujrat,Rabi Fodder,2024-25,Rabi,79.272888,802.0,maund/acre,2024-25(1).pdf,128,current
Hafizabad,Hafizabad,Rabi Fodder,2024-25,Rabi,89.552664,906.0,maund/acre,2024-25(1).pdf,128,current
Islamabad,Islamabad,Rabi Fodder,2024-25,Rabi,26.19366,265.0,maund/acre,2024-25(1).pdf,128,current
Jhang,Jhang,Rabi Fodder,2024-25,Rabi,84.906996,859.0,maund/acre,2024-25(1).pdf,128,current
Jhelum,Jhelum,Rabi Fodder,2024-25,Rabi,67.510452,683.0,maund/acre,2024-25(1).pdf,128,current
Kasur,Kasur,Rabi Fodder,2024-25,Rabi,72.65034,735.0,maund/acre,2024-25(1).pdf,128,current
Khanewal,Khanewal,Rabi Fodder,2024-25,Rabi,100.030128,1012.0,maund/acre,2024-25(1).pdf,128,current
Khushab,Khushab,Rabi Fodder,2024-25,Rabi,50.509284,511.0,maund/acre,2024-25(1).pdf,128,current
Kot Addu,Kot Addu,Rabi Fodder,2024-25,Rabi,82.831272,838.0,maund/acre,2024-25(1).pdf,128,current
Lahore,Lahore,Rabi Fodder,2024-25,Rabi,82.930116,839.0,maund/acre,2024-25(1).pdf,128,current
Layyah,Layyah,Rabi Fodder,2024-25,Rabi,82.337052,833.0,maund/acre,2024-25(1).pdf,128,current
Lodhran,Lodhran,Rabi Fodder,2024-25,Rabi,84.808152,858.0,maund/acre,2024-25(1).pdf,128,current
Mandi Bahauddin,M.B.Din,Rabi Fodder,2024-25,Rabi,92.715672,938.0,maund/acre,2024-25(1).pdf,128,current
Mianwali,Mianwali,Rabi Fodder,2024-25,Rabi,67.905828,687.0,maund/acre,2024-25(1).pdf,128,current
Multan,Multan,Rabi Fodder,2024-25,Rabi,91.233012,923.0,maund/acre,2024-25(1).pdf,128,current
Muzaffargarh,Muzzafargargh,Rabi Fodder,2024-25,Rabi,88.168848,892.0,maund/acre,2024-25(1).pdf,128,current
Nankana Sahib,Nankana Sahib,Rabi Fodder,2024-25,Rabi,93.802956,949.0,maund/acre,2024-25(1).pdf,128,current
Narowal,Narowal,Rabi Fodder,2024-25,Rabi,89.45382,905.0,maund/acre,2024-25(1).pdf,128,current
Okara,Okara,Rabi Fodder,2024-25,Rabi,124.345752,1258.0,maund/acre,2024-25(1).pdf,128,current
Pakpattan,Pakpattan,Rabi Fodder,2024-25,Rabi,88.267692,893.0,maund/acre,2024-25(1).pdf,128,current
Rahim Yar Khan,Rahim Yar Khan,Rabi Fodder,2024-25,Rabi,98.250936,994.0,maund/acre,2024-25(1).pdf,128,current
Rajanpur,Rajan Pur,Rabi Fodder,2024-25,Rabi,58.31796,590.0,maund/acre,2024-25(1).pdf,128,current
